filename,composer,data_type,st0,st1,st2,st3,st4,st5,st6,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
debussy_etude_08_(c)lefeldt.mid,debussy,train,0.90813648294,0.682414698163,0.790026246719,1.0,0.433070866142,0.727034120735,0.910761154856,0.515384615385,0.815384615385,1.0,0.619230769231,0.538461538462,0.742307692308,0.723076923077,0.634615384615,0.580769230769,0.484615384615,0.534615384615,0.8
debussy_etude_12_(c)galimberti.mid,debussy,train,0.758823529412,0.556862745098,0.809803921569,1.0,0.905882352941,0.786274509804,0.786274509804,0.573593073593,0.264069264069,0.614718614719,0.725108225108,0.168831168831,0.668831168831,0.435064935065,1.0,0.361471861472,0.506493506494,0.549783549784,0.318181818182
debussy_images_1_2_(c)dery.mid,debussy,train,1.0,0.286624203822,0.670912951168,0.740976645435,0.511677282378,0.545647558386,0.549893842887,1.0,0.602040816327,0.459183673469,0.829931972789,0.244897959184,0.744897959184,0.442176870748,0.819727891156,0.540816326531,0.333333333333,0.673469387755,0.207482993197
debussy_etude_12_(c)lefeldt.mid,debussy,train,0.757396449704,0.552268244576,0.812623274162,1.0,0.932938856016,0.781065088757,0.788954635108,0.564482029598,0.247357293869,0.591966173362,0.708245243129,0.162790697674,0.649048625793,0.422832980973,1.0,0.336152219873,0.501057082452,0.536997885835,0.30866807611
debussy_etude_11_(c)galimberti.mid,debussy,train,1.0,0.36301369863,0.584474885845,0.721461187215,0.691780821918,0.392694063927,0.568493150685,0.98322147651,0.486577181208,0.53355704698,0.476510067114,0.38255033557,1.0,0.0604026845638,0.627516778523,0.389261744966,0.577181208054,0.681208053691,0.154362416107
debussy_images_1_1_(c)dery.mid,debussy,train,0.834158415842,0.532178217822,0.821782178218,0.564356435644,0.537128712871,1.0,0.628712871287,1.0,0.115894039735,0.711920529801,0.152317880795,0.94701986755,0.46357615894,0.291390728477,0.718543046358,0.390728476821,0.94701986755,0.387417218543,0.453642384106
debussy_images_2_2_(c)dery.mid,debussy,train,0.796610169492,0.737288135593,0.805084745763,0.728813559322,0.673728813559,0.809322033898,1.0,0.557471264368,0.522988505747,1.0,0.488505747126,0.603448275862,0.706896551724,0.281609195402,0.913793103448,0.425287356322,0.672413793103,0.609195402299,0.747126436782
debussy_images_1_2_(c)galimberti.mid,debussy,train,1.0,0.289699570815,0.667381974249,0.742489270386,0.517167381974,0.547210300429,0.55364806867,1.0,0.606896551724,0.465517241379,0.827586206897,0.244827586207,0.748275862069,0.444827586207,0.831034482759,0.541379310345,0.337931034483,0.679310344828,0.210344827586
debussy_images_2_1_(c)dery.mid,debussy,train,1.0,0.35628742515,0.494011976048,0.877245508982,0.814371257485,0.829341317365,0.751497005988,0.466911764706,0.761029411765,0.4375,0.198529411765,0.408088235294,0.720588235294,0.356617647059,1.0,0.393382352941,0.625,0.334558823529,0.588235294118
debussy_images_2_1_(c)galimberti.mid,debussy,train,1.0,0.338414634146,0.496951219512,0.896341463415,0.817073170732,0.826219512195,0.762195121951,0.477611940299,0.746268656716,0.414179104478,0.194029850746,0.414179104478,0.735074626866,0.361940298507,1.0,0.391791044776,0.619402985075,0.335820895522,0.597014925373
